step,trialMouse.x,trialMouse.y,trialMouse.leftButton,trialMouse.midButton,trialMouse.rightButton,trialMouse.time,trialMouse.started,trialMouse.stopped,trialCursor.started,trialCursor.stopped,trialPolygon.started,trialPolygon.stopped,trialStart.started,trialStart.stopped,trialEnd.started,trialEnd.stopped,trialText.started,trialText.stopped,trialBrush.started,trialBrush.stopped,participant,session,date,expName,psychopyVersion,frameRate,
[],"[-0.3111979166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3658854166666667, -0.3697916666666667, -0.375, -0.37890625, -0.3802083333333333, -0.3828125, -0.3841145833333333, -0.38671875, -0.38671875, -0.3880208333333333, -0.390625, -0.3971354166666667, -0.4036458333333333, -0.4231770833333333, -0.4361979166666667, -0.44921875, -0.4583333333333333, -0.4674479166666667, -0.4739583333333333, -0.4791666666666667, -0.484375, -0.4869791666666667, -0.4921875, -0.49609375, -0.49609375, -0.49609375, -0.49609375, -0.49609375, -0.49609375, -0.4934895833333333, -0.4908854166666667, -0.4908854166666667, -0.48828125, -0.4856770833333333, -0.4817708333333333, -0.4765625, -0.4674479166666667, -0.4635416666666667, -0.4609375, -0.4583333333333333, -0.4557291666666667, -0.4518229166666667, -0.44921875, -0.4466145833333333, -0.4440104166666667, -0.4427083333333333, -0.4401041666666667, -0.4388020833333333, -0.4361979166666667, -0.43359375, -0.4309895833333333, -0.4283854166666667, -0.42578125, -0.4231770833333333, -0.4192708333333333, -0.4114583333333333, -0.3971354166666667, -0.36328125, -0.3515625, -0.3294270833333333, -0.3046875, -0.29296875, -0.2877604166666667, -0.2877604166666667, -0.2877604166666667, -0.2877604166666667, -0.2877604166666667, -0.2864583333333333, -0.2864583333333333, -0.28515625, -0.28515625, -0.2838541666666667, -0.2825520833333333, -0.2825520833333333, -0.2825520833333333, -0.28125, -0.28125, -0.28125, -0.28125, -0.28125, -0.28125, -0.28125, -0.28125, -0.28125, -0.28125, -0.28125, -0.2825520833333333, -0.2825520833333333, -0.2825520833333333, -0.2825520833333333, -0.2838541666666667, -0.2838541666666667, -0.2838541666666667, -0.28515625, -0.28515625, -0.2864583333333333, -0.2864583333333333, -0.2864583333333333, -0.2864583333333333, -0.2864583333333333, -0.2864583333333333, -0.2864583333333333, -0.2864583333333333, -0.2864583333333333, -0.2864583333333333, -0.2864583333333333, -0.28515625, -0.28515625, -0.28515625, -0.28515625, -0.28515625, -0.2838541666666667, -0.2838541666666667, -0.28125, -0.2799479166666667, -0.27734375, -0.2721354166666667, -0.2682291666666667, -0.2630208333333333, -0.2552083333333333, -0.25, -0.24479166666666666, -0.23958333333333334, -0.234375, -0.22916666666666666, -0.22395833333333334, -0.21744791666666666, -0.21223958333333334, -0.20703125, -0.203125, -0.19921875, -0.19791666666666666, -0.19270833333333334, -0.19010416666666666, -0.18619791666666666, -0.18359375, -0.1796875, -0.17317708333333334, -0.16145833333333334, -0.15625, -0.14453125, -0.13541666666666666, -0.13151041666666666, -0.13020833333333334, -0.13151041666666666, -0.13151041666666666, -0.13151041666666666, -0.13151041666666666, -0.13151041666666666, -0.13151041666666666, -0.13151041666666666, -0.13151041666666666, -0.13151041666666666, -0.13151041666666666, -0.13151041666666666, -0.13151041666666666, -0.13151041666666666, -0.13151041666666666, -0.13151041666666666, -0.13151041666666666, -0.13151041666666666, -0.13151041666666666, -0.13151041666666666, -0.13020833333333334, -0.12760416666666666, -0.12239583333333333, -0.1171875, -0.11067708333333333, -0.10546875, -0.09765625, -0.09244791666666667, -0.07942708333333333, -0.07161458333333333, -0.06901041666666667, -0.06510416666666667, -0.0625, -0.05859375, -0.0546875, -0.049479166666666664, -0.046875, -0.041666666666666664, -0.037760416666666664, -0.032552083333333336, -0.028645833333333332, -0.024739583333333332, -0.024739583333333332, -0.024739583333333332, -0.026041666666666668, -0.026041666666666668, -0.02734375, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.028645833333333332, -0.02734375, -0.02734375, -0.02734375, -0.02734375, -0.02734375, -0.02734375, -0.02734375, -0.02734375, -0.02734375, -0.02734375, -0.02734375, -0.028645833333333332, -0.03125]","[-0.13020833333333334, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.09244791666666667, -0.10416666666666667, -0.12630208333333334, -0.13802083333333334, -0.15234375, -0.16666666666666666, -0.17838541666666666, -0.18489583333333334, -0.1875, -0.18880208333333334, -0.19010416666666666, -0.19270833333333334, -0.19791666666666666, -0.21223958333333334, -0.22265625, -0.23307291666666666, -0.24348958333333334, -0.2526041666666667, -0.2630208333333333, -0.2721354166666667, -0.2786458333333333, -0.28515625, -0.2942708333333333, -0.3020833333333333, -0.30859375, -0.3151041666666667, -0.3203125, -0.3255208333333333, -0.3333333333333333, -0.3385416666666667, -0.3411458333333333, -0.34375, -0.3463541666666667, -0.3502604166666667, -0.35546875, -0.359375, -0.3658854166666667, -0.3684895833333333, -0.37109375, -0.3723958333333333, -0.3736979166666667, -0.37890625, -0.3802083333333333, -0.3828125, -0.3854166666666667, -0.3880208333333333, -0.3893229166666667, -0.390625, -0.3932291666666667, -0.3984375, -0.40234375, -0.40625, -0.4088541666666667, -0.4127604166666667, -0.4192708333333333, -0.4270833333333333, -0.4388020833333333, -0.4596354166666667, -0.4674479166666667, -0.4778645833333333, -0.4921875, -0.4973958333333333, -0.4986979166666667, -0.4986979166666667, -0.4986979166666667, -0.4986979166666667, -0.4986979166666667, -0.4973958333333333, -0.49609375, -0.4947916666666667, -0.4934895833333333, -0.4921875, -0.4895833333333333, -0.4895833333333333, -0.4869791666666667, -0.4856770833333333, -0.484375, -0.4830729166666667, -0.4817708333333333, -0.48046875, -0.4778645833333333, -0.4778645833333333, -0.4752604166666667, -0.4752604166666667, -0.4739583333333333, -0.47265625, -0.4713541666666667, -0.46875, -0.46875, -0.4661458333333333, -0.4635416666666667, -0.4596354166666667, -0.4557291666666667, -0.4518229166666667, -0.44921875, -0.4479166666666667, -0.4440104166666667, -0.44140625, -0.4388020833333333, -0.4375, -0.4361979166666667, -0.4348958333333333, -0.43359375, -0.43359375, -0.4322916666666667, -0.4309895833333333, -0.4296875, -0.4296875, -0.4283854166666667, -0.4283854166666667, -0.4270833333333333, -0.4270833333333333, -0.4244791666666667, -0.421875, -0.4192708333333333, -0.4166666666666667, -0.4127604166666667, -0.41015625, -0.40625, -0.4010416666666667, -0.3971354166666667, -0.39453125, -0.390625, -0.3854166666666667, -0.3815104166666667, -0.3763020833333333, -0.37109375, -0.3645833333333333, -0.3619791666666667, -0.35546875, -0.3502604166666667, -0.3489583333333333, -0.3424479166666667, -0.3359375, -0.3307291666666667, -0.32421875, -0.3177083333333333, -0.3072916666666667, -0.2838541666666667, -0.2708333333333333, -0.2578125, -0.24348958333333334, -0.23307291666666666, -0.22786458333333334, -0.22786458333333334, -0.22786458333333334, -0.22786458333333334, -0.22786458333333334, -0.22786458333333334, -0.22786458333333334, -0.22786458333333334, -0.22786458333333334, -0.22786458333333334, -0.22786458333333334, -0.22786458333333334, -0.22786458333333334, -0.22786458333333334, -0.22786458333333334, -0.22786458333333334, -0.22786458333333334, -0.22786458333333334, -0.22526041666666666, -0.22135416666666666, -0.21744791666666666, -0.21484375, -0.20833333333333334, -0.203125, -0.19791666666666666, -0.19270833333333334, -0.1875, -0.18229166666666666, -0.16927083333333334, -0.15755208333333334, -0.1484375, -0.14192708333333334, -0.13541666666666666, -0.12630208333333334, -0.11979166666666667, -0.11197916666666667, -0.10416666666666667, -0.09505208333333333, -0.08333333333333333, -0.0703125, -0.053385416666666664, -0.040364583333333336, -0.026041666666666668, -0.01171875, 0.0013020833333333333, 0.014322916666666666, 0.028645833333333332, 0.03515625, 0.041666666666666664, 0.045572916666666664, 0.05078125, 0.057291666666666664, 0.0625, 0.06901041666666667, 0.07552083333333333, 0.08203125, 0.08984375, 0.09635416666666667, 0.10416666666666667, 0.11328125, 0.13151041666666666, 0.14322916666666666, 0.15234375, 0.16276041666666666, 0.17708333333333334, 0.19010416666666666, 0.20442708333333334, 0.21875, 0.23046875, 0.2421875, 0.2526041666666667, 0.265625, 0.2747395833333333, 0.2903645833333333, 0.2994791666666667, 0.3111979166666667, 0.3203125, 0.3307291666666667, 0.34375, 0.3645833333333333, 0.3736979166666667, 0.3854166666666667, 0.3971354166666667, 0.41015625]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.02154829993378371, 0.0605261999880895, 0.078974699950777, 0.09633510001003742, 0.11311899998690933, 0.13010129996109754, 0.14668839995283633, 0.1629955000244081, 0.17942399997264147, 0.19620649993885309, 0.21271989995148033, 0.22910539992153645, 0.24570630001835525, 0.2628651999402791, 0.27913829998578876, 0.29616219992749393, 0.31257979990914464, 0.3292905999114737, 0.3460640999255702, 0.36270759999752045, 0.37933539994992316, 0.39605849992949516, 0.4126879000104964, 0.42935789993498474, 0.4460038999095559, 0.4627651999471709, 0.47938059992156923, 0.496081699966453, 0.5127607999602333, 0.5295366999926046, 0.5460795999970287, 0.5626783999614418, 0.5793904999736696, 0.5960115999914706, 0.6126613999949768, 0.6293390999780968, 0.64586569997482, 0.6626953999511898, 0.6793119999347255, 0.6960120999719948, 0.7127250999910757, 0.7295051999390125, 0.7461988999275491, 0.762973599950783, 0.7795229000039399, 0.7964529999298975, 0.8128503999905661, 0.8294065999798477, 0.8461518000112846, 0.8629088000161573, 0.8794780999887735, 0.8963317999150604, 0.9126884000143036, 0.9386079999385402, 0.9497196999145672, 0.962976299924776, 0.979731599916704, 0.9962798999622464, 1.0130286000203341, 1.029748999979347, 1.046326500014402, 1.0629888999974355, 1.0795496000209823, 1.0962503999471664, 1.1129336999729276, 1.1296283999690786, 1.1463434000033885, 1.1629963999148458, 1.1796450999099761, 1.1972207999788225, 1.2127590000163764, 1.2294119999278337, 1.2463298999937251, 1.2629305999726057, 1.2796187999192625, 1.2962459999835119, 1.312966899946332, 1.3294114000163972, 1.3462689999723807, 1.3628759999992326, 1.3794625999871641, 1.3962492999853566, 1.4131498999195173, 1.4295675000175834, 1.4462846999522299, 1.4630654000211507, 1.4796364000067115, 1.4962894999189302, 1.5131820000242442, 1.529642099980265, 1.5464460999937728, 1.5630508000031114, 1.5795314999995753, 1.5962064999621361, 1.6131889999378473, 1.6295717000029981, 1.6461926000192761, 1.6654085000045598, 1.679390599951148, 1.696123500005342, 1.71261449996382, 1.7295067999511957, 1.7459503000136465, 1.7623548000119627, 1.7790590999647975, 1.7956860999111086, 1.8124237000010908, 1.8291733999503776, 1.8456571999704465, 1.862538899993524, 1.8792703999206424, 1.8959674999350682, 1.9126613999251276, 1.9289860000135377, 1.946006599930115, 1.9625461000250652, 1.979256400023587, 1.995593999978155, 2.012570899911225, 2.0293830999871716, 2.045872699934989, 2.0623395999427885, 2.0792361999629065, 2.0957664999878034, 2.1126110999612138, 2.1294007999822497, 2.146033799974248, 2.162754699937068, 2.179100599954836, 2.196412799996324, 2.212553899968043, 2.229139699949883, 2.245995600009337, 2.2629535999149084, 2.2789063999662176, 2.295404199976474, 2.3124515999807045, 2.3291314999805763, 2.3457694000098854, 2.3624291999731213, 2.3788021999644116, 2.396436500013806, 2.4132821999955922, 2.4289701000088826, 2.445745899924077, 2.462219599983655, 2.478866499965079, 2.495568700018339, 2.512629900011234, 2.5289582000114024, 2.545694899978116, 2.5624858000082895, 2.579060300020501, 2.595686999964528, 2.6122577999485657, 2.6290834000101313, 2.645782099920325, 2.6624074999708682, 2.678839199943468, 2.6956144999712706, 2.7122544000158086, 2.72883269994054, 2.7456142000155523, 2.7621613999363035, 2.778934499947354, 2.79553899995517, 2.812293199938722, 2.8287770999595523, 2.845575899933465, 2.862283100024797, 2.8788980999961495, 2.8955086999339983, 2.9123140999581665, 2.9289666999829933, 2.945473099942319, 2.9624060000060126, 2.9788891000207514, 2.9953924999572337, 3.0123667999869213, 3.0289798999438062, 3.0456146999495104, 3.062399899936281, 3.0789459999650717, 3.0954874999588355, 3.112269699922763, 3.128564600017853, 3.145165800000541, 3.1618836999405175, 3.1785566000035033, 3.1952160999644548, 3.2117852999363095, 3.228628300013952, 3.245077100000344, 3.2618357000174, 3.279287499957718, 3.2954764999449253, 3.3118298000190407, 3.32832159998361, 3.344988500000909, 3.3616633999627084, 3.3784347999608144, 3.3955541999312118, 3.4120273999869823, 3.4287795999553055, 3.4453398999758065, 3.4619875999633223, 3.4786523999646306, 3.4953401000238955, 3.512012999970466, 3.528674399945885, 3.5452367999823764, 3.5619469999801368, 3.578478900017217, 3.595339599996805, 3.6124783999985084, 3.6293213999597356, 3.6456766999326646, 3.6620868999743834, 3.6786525999195874, 3.695270299911499, 3.712344200001098, 3.728568899910897, 3.7451610999414697, 3.762022199924104, 3.7788327999878675, 3.7953506999183446, 3.8120251999935135, 3.8285492999712005, 3.8452095999382436, 3.861911299987696, 3.8787018000148237, 3.895443300018087, 3.9120466000167653, 3.928863800014369, 3.94550149992574, 3.96222789993044, 3.978850799961947, 3.9956061999546364, 4.011928200023249, 4.028745300020091, 4.04549930000212, 4.06212479993701, 4.078788899932988, 4.095560599933378, 4.111988499993458, 4.128645499935374, 4.1454372999724, 4.16206040000543, 4.17877579992637, 4.195198099943809, 4.211873300024308, 4.228642400004901, 4.245316099957563, 4.262356300023384, 4.278688099933788, 4.295198199921288, 4.311762399971485, 4.32909859996289, 4.345374899916351, 4.361783599946648, 4.378757099970244, 4.3955234999302775, 4.412137900013477, 4.428906299988739, 4.4452922999626026, 4.462381399935111, 4.4788050999632105, 4.495543199940585]",24.96115170000121,None,,,,,,,,,,,,,a,001,2020_Aug_23_1517,TunnelingTask,2020.2.3,60.04934853891633,
,,,,,,,,,24.96115170000121,None,24.96115170000121,None,24.96115170000121,None,24.96115170000121,None,24.96115170000121,None,24.96115170000121,None,,,,,,,
